mut	control	eql_notG4	eql_G4	diff_notG4	diff_G4	logOR	chisq	p
K562_DDX47	ENCSR898NWE	79980	2245	496	34	1.28811846193	81168.590891	0.0
HepG2_CALR	ENCSR364GRM	84389	2793	794	23	-0.192265762113	85555.6599966	0.0
K562_AQR	ENCSR718EWL	80011	2803	5135	109	-0.72280952898	72659.7961712	0.0
K562_UPF1	ENCSR174OYC	83819	2927	932	39	0.260998732891	84814.8827366	0.0
K562_IGF2BP3	ENCSR129RWD	81805	2566	473	21	0.501216998665	83385.906769	0.0
K562_CELF1	ENCSR081EST	71927	1689	1047	50	1.02410266165	71438.720743	0.0
K562_DDX28	ENCSR661HEL	79592	2558	597	28	0.545303060466	80904.7844395	0.0
K562_HSPD1	ENCSR032YMP	81974	2707	1049	40	0.207528736948	82517.0148409	0.0
HepG2_U2AF2	ENCSR491FOC	85802	2841	2691	100	0.166470054082	83148.9174655	0.0
HepG2_RBM47	ENCSR279HMU	85744	2836	723	46	0.943816402578	87048.8425129	0.0
HepG2_LARP4	ENCSR135LXL	90283	3230	1223	43	-0.025095645438	90998.1395626	0.0
K562_EIF4G1	ENCSR667PLJ	76809	2633	644	29	0.393560057382	78101.7189831	0.0
K562_AGO3	ENCSR898NWE	76831	2075	748	32	0.663610829831	77353.7757629	0.0
HepG2_RBM5	ENCSR481WJH	59109	1558	794	17	-0.299921680976	59055.8511458	0.0
HepG2_SSB	ENCSR997HCQ	89601	3131	1183	55	0.411944775296	90272.5852676	0.0
K562_IGF2BP2	ENCSR129RWD	80896	2562	906	37	0.366812113418	81582.6811539	0.0
K562_PRPF6	ENCSR815CVQ	81700	2754	758	25	-0.0314622346109	82895.2595497	0.0
HepG2_RPS2	ENCSR674KEK	88160	2951	983	54	0.714688293849	89048.948768	0.0
HepG2_UPF1	ENCSR691IVR	88838	3174	900	35	0.12230470646	90151.5036682	0.0
HepG2_HNRNPA0	ENCSR279HMU	84489	2823	770	39	0.600150072094	85701.5562701	0.0
K562_PABPN1	ENCSR164MUK	78013	2682	2370	66	-0.303943813669	75896.6236996	0.0
HepG2_ZC3H8	ENCSR584UYK	86403	2963	1015	57	0.711576875777	87235.0200102	0.0
HepG2_PRPF8	ENCSR856ZRV	85437	2847	979	45	0.464034638242	86247.9293773	0.0
HepG2_SRSF7	ENCSR105NML	90896	3181	862	31	0.0393167824	92299.4767674	0.0
K562_SUCLG1	ENCSR620PUP	87120	3049	782	36	0.395496102729	88540.4443871	0.0
HepG2_IGF2BP1	ENCSR105NML	90852	3138	503	20	0.203114521708	92946.9123176	0.0
HepG2_RBM17	ENCSR104ABF	81859	2663	1561	57	0.166651901267	81316.9873476	0.0
K562_DGCR8	ENCSR599PZD	84670	3036	370	5	-1.40784617243	86957.6251	0.0
HepG2_YBX3	ENCSR305XWT	84577	2741	649	26	0.305856204829	85973.2267145	0.0
