mut	control	eql_notG4	eql_G4	diff_notG4	diff_G4	logOR	chisq	p
HepG2_ILF2	ENCSR305XWT	84815	3582	894	30	-0.331758232092	86558.6745423	0.0
K562_EEF2	ENCSR661HEL	78148	3439	810	37	0.0538231984538	79901.7936892	0.0
K562_RPS3A	ENCSR419JMU	79340	3534	1069	45	-0.0815185889098	80660.9763451	0.0
K562_SUB1	ENCSR815CVQ	80905	3810	604	21	-0.437721354148	83469.6249378	0.0
K562_XPO5	ENCSR164MUK	79838	3609	1363	45	-0.453312218256	80654.83033	0.0
K562_G3BP1	ENCSR129RWD	79131	3413	769	15	-1.14481852283	80983.5391144	0.0
K562_SAFB2	ENCSR154OBA	81108	3812	717	22	-0.615173494297	83448.4652941	0.0
HepG2_MARK2	ENCSR674KEK	85383	3749	721	32	0.0155156737409	87632.3614826	0.0
K562_SSRP1	ENCSR032YMP	80990	3630	955	32	-0.419654589754	82657.5430518	0.0
HepG2_HNRNPK	ENCSR237YZT	86028	3992	1952	78	-0.215712446458	86005.8154881	0.0
K562_KIF1C	ENCSR143COQ	83006	3995	1903	51	-0.84468628867	83137.2793437	0.0
K562_KRR1	ENCSR424QCW	73794	3039	1165	36	-0.414354298834	74449.818534	0.0
K562_EIF3H	ENCSR226KWO	82113	3725	935	30	-0.499633644577	83918.8882197	0.0
HepG2_SF3A3	ENCSR691IVR	85322	3984	2776	87	-0.575220125517	83672.2185949	0.0
HepG2_UCHL5	ENCSR856ZRV	78183	3576	829	35	-0.115508972104	80040.1327205	0.0
K562_PARN	ENCSR667PLJ	74695	3555	693	33	0.000772786113363	76804.7357956	0.0
K562_SRPK2	ENCSR174OYC	82503	3932	920	26	-0.753938979552	84553.4309436	0.0
K562_XRCC6	ENCSR815CVQ	79475	3656	1277	59	0.00626337551375	80480.4709004	0.0
K562_IGF2BP1	ENCSR129RWD	81700	3590	528	26	0.164325927993	84185.6005897	0.0
HepG2_AKAP1	ENCSR237YZT	86921	3975	1441	66	0.00221750606191	87906.9851393	0.0
K562_PABPC4	ENCSR344XID	75429	2851	748	26	-0.120875386614	76739.6547343	0.0
K562_DDX6	ENCSR913CAE	79841	3804	649	19	-0.702606515477	82314.3703977	0.0
K562_WDR43	ENCSR174OYC	81668	3868	985	45	-0.0520156205349	83488.4036385	0.0
K562_BUD13	ENCSR032YMP	78671	3531	967	33	-0.395294764274	80214.1944811	0.0
HepG2_UTP18	ENCSR691IVR	88728	4149	756	24	-0.558726036463	91323.5802676	0.0
K562_KHDRBS1	ENCSR667PLJ	75401	3558	737	34	-0.0326127263089	77424.528639	0.0
HepG2_HNRNPC	ENCSR305XWT	83659	3521	1806	78	0.0372836622055	83452.715188	0.0
K562_TRIP6	ENCSR032YMP	80926	3663	909	42	0.0296866203067	82697.6919004	0.0
K562_FXR2	ENCSR828YEB	64700	2329	1114	31	-0.371354039397	64758.5933962	0.0
HepG2_CCAR2	ENCSR674KEK	86012	3732	612	38	0.517056731505	88448.7414791	0.0
K562_PTBP1	ENCSR163JUC	83607	3949	688	25	-0.378344100765	86135.8198034	0.0
HepG2_IGF2BP2	ENCSR237YZT	86510	3992	1173	65	0.264063797875	88042.9632217	0.0
HepG2_NUP35	ENCSR960MSV	85659	4044	693	25	-0.388105419694	88272.7610712	0.0
K562_HNRNPAB	ENCSR419JMU	80066	3661	1089	31	-0.683711874374	81502.0742894	0.0
K562_PHF6	ENCSR572FFX	77625	3528	831	29	-0.381124774318	79442.1344946	0.0
K562_SF1	ENCSR164MUK	80703	3605	1233	67	0.282683245768	81728.0832879	0.0
HepG2_RBM25	ENCSR603TCV	86327	3970	1551	77	0.110404510602	87070.3595994	0.0
K562_CSTF2	ENCSR245BNJ	77571	3520	872	39	-0.0209120397433	79279.2345284	0.0
HepG2_DDX19B	ENCSR538QOG	88022	4089	850	83	1.07176458478	90254.8929392	0.0
HepG2_AKAP8L	ENCSR538QOG	88815	4213	846	29	-0.468649324523	91286.2581239	0.0
K562_UCHL5	ENCSR661HEL	78281	3473	906	57	0.503930644064	79839.4212653	0.0
HepG2_GRWD1	ENCSR674KEK	86010	3673	606	33	0.350693740003	88409.5661775	0.0
K562_UPF2	ENCSR438MDN	82584	3924	602	31	0.116041984866	85246.6332108	0.0
K562_RBM34	ENCSR129RWD	80286	3522	608	23	-0.213683934255	82550.7545382	0.0
K562_RPS10	ENCSR084SCN	77464	3144	560	18	-0.336505138638	79456.1513856	0.0
HepG2_NOL12	ENCSR042QTH	88065	4004	970	43	-0.0365213042519	90054.145942	0.0
K562_EIF4G2	ENCSR620PUP	86345	4128	1003	44	-0.124076510153	88391.1200317	0.0
HepG2_RPS19	ENCSR689PHN	82694	3783	1280	62	0.0824481900676	83813.8289286	0.0
K562_SLBP	ENCSR667PLJ	75953	3576	783	38	0.0437473240998	77895.4757555	0.0
HepG2_SRP68	ENCSR856ZRV	86814	3899	487	26	0.249413412865	89689.9052989	0.0
K562_UTP3	ENCSR024FOF	82183	3813	947	39	-0.171976837321	84035.3112405	0.0
HepG2_TFIP11	ENCSR856ZRV	84407	3783	738	48	0.537245461934	86625.0616332	0.0
HepG2_RPS10	ENCSR491FOC	85567	3686	818	44	0.320401119843	87537.3451144	0.0
K562_MTPAP	ENCSR174OYC	81905	3924	925	28	-0.662400054218	83933.6463501	0.0
K562_DGCR8	ENCSR395HQT	82133	3999	483	15	-0.648737974394	85138.8966449	0.0
K562_PRPF8	ENCSR661HEL	75168	3229	2274	117	0.260307453089	73688.0329754	0.0
K562_LIN28B	ENCSR572FFX	77853	3596	498	18	-0.353789223173	80420.2756421	0.0
K562_CIRBP	ENCSR129RWD	80675	3505	599	26	-0.00133715128401	82934.6403542	0.0
HepG2_FUS	ENCSR491FOC	87006	3793	932	39	-0.0590803087965	88867.3844972	0.0
