mut	control	eql_notG4	eql_G4	diff_notG4	diff_G4	logOR	chisq	p
K562_DNAJC21	ENCSR667PLJ	76475	2843	772	29	0.0150261555149	77724.0890016	0.0
HepG2_TROVE2	ENCSR689PHN	83280	3038	751	18	-0.605967802387	84786.8789954	0.0
HepG2_MSI2	ENCSR067GHD	87096	3261	992	30	-0.308085598326	88324.574602	0.0
HepG2_PKM	ENCSR689PHN	83476	3066	863	31	-0.0320885697571	84763.2353913	0.0
HepG2_AGO1	ENCSR003EKR	86019	2997	660	23	0.000304112408793	87655.2405073	0.0
HepG2_AUH	ENCSR997HCQ	92224	3489	898	33	-0.0419207774023	93860.056095	0.0
K562_IGF2BP1	ENCSR163JUC	84963	3184	490	20	0.123212622755	87129.9515641	0.0
K562_TARDBP	ENCSR372DZW	85214	3051	554	21	0.082311645242	87118.7462514	0.0
K562_HNRNPM	ENCSR032YMP	75418	2571	1210	43	0.0599807996032	75503.1323129	0.0
HepG2_HNRNPA2B1	ENCSR042QTH	87736	3076	775	22	-0.304579356451	89225.0031688	0.0
K562_PKM	ENCSR438MDN	83452	3141	758	30	0.0724873347827	85024.1714968	0.0
K562_DKC1	ENCSR143COQ	84094	3154	1009	27	-0.487074652489	85188.3375993	0.0
HepG2_ETF1	ENCSR997HCQ	92704	3506	1099	44	0.0821896361989	93937.5807711	0.0
HepG2_ILF2	ENCSR305XWT	85491	2906	900	24	-0.35015274921	86558.6728921	0.0
K562_EEF2	ENCSR661HEL	78864	2723	814	33	0.23160713372	79901.8016815	0.0
K562_RPS3A	ENCSR419JMU	80089	2785	1080	34	-0.143497882364	80660.9788786	0.0
K562_SUB1	ENCSR815CVQ	81680	3035	609	16	-0.500083973284	83469.6250079	0.0
