File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF120LSF	bed narrowPeak	peaks	ENCSR693JWP	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										EXOSC5-human	RNA		see document	see document	ultraviolet irradiation	True	2018-08-30	ENCODE				1	1						ENCFF500BEE, ENCFF535JNJ	436881	Gene Yeo, UCSD	83aba07f472a1c2b4457a1983fa0650b		https://www.encodeproject.org/files/ENCFF120LSF/@@download/ENCFF120LSF.bed.gz	hg19				released	s3://encode-public/2018/04/29/d46236f1-1289-4488-af18-3a3486fa342b/ENCFF120LSF.bed.gz				
ENCFF360EQG	bed narrowPeak	peaks	ENCSR693JWP	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										EXOSC5-human	RNA		see document	see document	ultraviolet irradiation	True	2018-08-30	ENCODE				2	1						ENCFF144JVB, ENCFF500BEE	151887	Gene Yeo, UCSD	fed578fd5ac91d8910eefa7e3dc1e398		https://www.encodeproject.org/files/ENCFF360EQG/@@download/ENCFF360EQG.bed.gz	hg19				released	s3://encode-public/2018/04/29/c9227779-275c-4e1d-893f-82a0021c8131/ENCFF360EQG.bed.gz				
ENCFF094VSP	bed narrowPeak	peaks	ENCSR693JWP	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										EXOSC5-human	RNA		see document	see document	ultraviolet irradiation	True	2018-08-30	ENCODE				2	1						ENCFF405ERW, ENCFF608WNY	148977	Gene Yeo, UCSD	09e657c51f71efaaad55368a48daba60		https://www.encodeproject.org/files/ENCFF094VSP/@@download/ENCFF094VSP.bed.gz	GRCh38				released	s3://encode-public/2018/04/29/d668b1ba-b5a4-4a48-906a-efc6f64da863/ENCFF094VSP.bed.gz				
ENCFF824WZJ	bed narrowPeak	peaks	ENCSR693JWP	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										EXOSC5-human	RNA		see document	see document	ultraviolet irradiation	True	2018-08-30	ENCODE				1	1						ENCFF216VBT, ENCFF608WNY	429357	Gene Yeo, UCSD	d1ef5aba348d6ad442bec9aac5345d42		https://www.encodeproject.org/files/ENCFF824WZJ/@@download/ENCFF824WZJ.bed.gz	GRCh38				released	s3://encode-public/2018/04/29/bc3a7d80-e8d9-4054-a707-33dfbb00e3e0/ENCFF824WZJ.bed.gz				
ENCFF937QJB	bed narrowPeak	peaks	ENCSR693JWP	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										EXOSC5-human	RNA		see document	see document	ultraviolet irradiation	True	2018-08-30	ENCODE				1, 2							ENCFF120LSF, ENCFF144JVB, ENCFF360EQG, ENCFF500BEE, ENCFF535JNJ	16799	Gene Yeo, UCSD	6c02dada2c1c8971a89a7dd3ce6c707f		https://www.encodeproject.org/files/ENCFF937QJB/@@download/ENCFF937QJB.bed.gz	hg19				released	s3://encode-public/2018/06/08/8b0c5c5c-5638-433c-bb41-cecc4fbaa7ef/ENCFF937QJB.bed.gz				
ENCFF862EKD	bed narrowPeak	peaks	ENCSR693JWP	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										EXOSC5-human	RNA		see document	see document	ultraviolet irradiation	True	2018-08-30	ENCODE				1, 2							ENCFF094VSP, ENCFF216VBT, ENCFF405ERW, ENCFF608WNY, ENCFF824WZJ	16641	Gene Yeo, UCSD	2209feff42c033be51a8c2d38564d692		https://www.encodeproject.org/files/ENCFF862EKD/@@download/ENCFF862EKD.bed.gz	GRCh38				released	s3://encode-public/2018/12/03/13018ac4-b9da-409b-a65e-4226284ba342/ENCFF862EKD.bed.gz				
ENCFF475FOJ	bed narrowPeak	peaks	ENCSR906ZJF	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										SDAD1-human	RNA		see document	see document	ultraviolet irradiation	True	2018-08-30	ENCODE				2	1						ENCFF262TRZ, ENCFF982LYY	245725	Gene Yeo, UCSD	4813a03603f360e3219c94c4d92db003		https://www.encodeproject.org/files/ENCFF475FOJ/@@download/ENCFF475FOJ.bed.gz	hg19				released	s3://encode-public/2018/04/29/3505fa76-7e31-4caa-a6a5-101d08fda19e/ENCFF475FOJ.bed.gz				
ENCFF642DGM	bed narrowPeak	peaks	ENCSR906ZJF	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										SDAD1-human	RNA		see document	see document	ultraviolet irradiation	True	2018-08-30	ENCODE				1	1						ENCFF982LYY, ENCFF998XEU	127232	Gene Yeo, UCSD	6c3b8e5d70d34a3fa3db3307ce54eb62		https://www.encodeproject.org/files/ENCFF642DGM/@@download/ENCFF642DGM.bed.gz	hg19				released	s3://encode-public/2018/04/29/f2e3480c-49ee-4916-94d6-cb2f3c00b7f4/ENCFF642DGM.bed.gz				
ENCFF913FPP	bed narrowPeak	peaks	ENCSR906ZJF	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										SDAD1-human	RNA		see document	see document	ultraviolet irradiation	True	2018-08-30	ENCODE				1	1						ENCFF113QBT, ENCFF226CUA	119932	Gene Yeo, UCSD	3998c753dce6d45fd549f10ef400361b		https://www.encodeproject.org/files/ENCFF913FPP/@@download/ENCFF913FPP.bed.gz	GRCh38				released	s3://encode-public/2018/04/29/fbd73812-79fd-471c-a87f-1948472bc647/ENCFF913FPP.bed.gz				
ENCFF169ZAH	bed narrowPeak	peaks	ENCSR906ZJF	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										SDAD1-human	RNA		see document	see document	ultraviolet irradiation	True	2018-08-30	ENCODE				2	1						ENCFF226CUA, ENCFF946AMH	237211	Gene Yeo, UCSD	80aa1b3d9a2db1df3ba189567b34045d		https://www.encodeproject.org/files/ENCFF169ZAH/@@download/ENCFF169ZAH.bed.gz	GRCh38				released	s3://encode-public/2018/04/29/08dc33d8-a17b-4c16-b6fd-61e264950936/ENCFF169ZAH.bed.gz				
ENCFF241KPE	bed narrowPeak	peaks	ENCSR906ZJF	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										SDAD1-human	RNA		see document	see document	ultraviolet irradiation	True	2018-08-30	ENCODE				1, 2							ENCFF262TRZ, ENCFF475FOJ, ENCFF642DGM, ENCFF982LYY, ENCFF998XEU	1394	Gene Yeo, UCSD	410cdc0609630fedf3120e6fd9bff7f8		https://www.encodeproject.org/files/ENCFF241KPE/@@download/ENCFF241KPE.bed.gz	hg19				released	s3://encode-public/2018/06/08/704cac3f-e0d3-4e54-ae10-6cf3f23975d6/ENCFF241KPE.bed.gz				
ENCFF114EUH	bed narrowPeak	peaks	ENCSR906ZJF	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										SDAD1-human	RNA		see document	see document	ultraviolet irradiation	True	2018-08-30	ENCODE				1, 2							ENCFF113QBT, ENCFF169ZAH, ENCFF226CUA, ENCFF913FPP, ENCFF946AMH	1808	Gene Yeo, UCSD	aab0dddf8548027233e526d9bf3e346d		https://www.encodeproject.org/files/ENCFF114EUH/@@download/ENCFF114EUH.bed.gz	GRCh38				released	s3://encode-public/2018/12/03/064558a8-0378-4b40-8d97-816a2f4b6458/ENCFF114EUH.bed.gz				
ENCFF727HMM	bed narrowPeak	peaks	ENCSR121GQH	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										SERBP1-human	RNA		see document	see document	ultraviolet irradiation	True	2016-09-21	ENCODE				1, 2							ENCFF257CGL, ENCFF287EUA, ENCFF710IZS, ENCFF918RID, ENCFF979XAE	4074	Gene Yeo, UCSD	60c035ad3ccc1569a301ff149dfcd6fc		https://www.encodeproject.org/files/ENCFF727HMM/@@download/ENCFF727HMM.bed.gz	hg19				released	s3://encode-public/2018/06/08/491a003e-35fc-4712-86ec-7541437be727/ENCFF727HMM.bed.gz				
ENCFF295HRZ	bed narrowPeak	peaks	ENCSR121GQH	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										SERBP1-human	RNA		see document	see document	ultraviolet irradiation	True	2016-09-21	ENCODE				1, 2							ENCFF058ORL, ENCFF166ZIY, ENCFF787NKL, ENCFF943MCZ, ENCFF951GRM	4406	Gene Yeo, UCSD	1b58ac9fbb57e7f4e4d535950870a23a		https://www.encodeproject.org/files/ENCFF295HRZ/@@download/ENCFF295HRZ.bed.gz	GRCh38				released	s3://encode-public/2018/12/03/5aa18810-6253-4732-bc4a-02c79b554466/ENCFF295HRZ.bed.gz				
ENCFF979XAE	bed narrowPeak	peaks	ENCSR121GQH	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										SERBP1-human	RNA		see document	see document	ultraviolet irradiation	True	2016-09-21	ENCODE				1	1						ENCFF257CGL, ENCFF918RID	62047	Gene Yeo, UCSD	3ec174f5b0c770a62a53fde94e9f259c		https://www.encodeproject.org/files/ENCFF979XAE/@@download/ENCFF979XAE.bed.gz	hg19				released	s3://encode-public/2016/11/30/b5623823-55e8-42c2-bce6-0d84e71b451b/ENCFF979XAE.bed.gz				
ENCFF710IZS	bed narrowPeak	peaks	ENCSR121GQH	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										SERBP1-human	RNA		see document	see document	ultraviolet irradiation	True	2016-09-21	ENCODE				2	1						ENCFF257CGL, ENCFF287EUA	35175	Gene Yeo, UCSD	a09a891ce23412fe3c37d3f41e0ece42		https://www.encodeproject.org/files/ENCFF710IZS/@@download/ENCFF710IZS.bed.gz	hg19				released	s3://encode-public/2016/11/30/b98228fb-1f3b-4f79-b8a0-bb7bab425cba/ENCFF710IZS.bed.gz				
ENCFF787NKL	bed narrowPeak	peaks	ENCSR121GQH	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										SERBP1-human	RNA		see document	see document	ultraviolet irradiation	True	2016-09-21	ENCODE				1	1						ENCFF166ZIY, ENCFF943MCZ	60237	Gene Yeo, UCSD	2d577cdd45750ecca359120058939506		https://www.encodeproject.org/files/ENCFF787NKL/@@download/ENCFF787NKL.bed.gz	GRCh38				released	s3://encode-public/2016/11/30/46b14edf-c1c3-4803-ac56-5d2bf1a552cb/ENCFF787NKL.bed.gz				
ENCFF058ORL	bed narrowPeak	peaks	ENCSR121GQH	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										SERBP1-human	RNA		see document	see document	ultraviolet irradiation	True	2016-09-21	ENCODE				2	1						ENCFF166ZIY, ENCFF951GRM	32782	Gene Yeo, UCSD	ead3999dd2ac7848014a556ee4378206		https://www.encodeproject.org/files/ENCFF058ORL/@@download/ENCFF058ORL.bed.gz	GRCh38				released	s3://encode-public/2016/11/30/ec353cf5-839e-4e69-83f6-d5a652f70632/ENCFF058ORL.bed.gz				
ENCFF475ZZT	bed narrowPeak	peaks	ENCSR145NLR	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										DDX51-human	RNA		see document	see document	ultraviolet irradiation	True	2018-08-30	ENCODE				1	1						ENCFF509GAY, ENCFF536UEG	714385	Gene Yeo, UCSD	f29b651c52d2d3ee06ce4722b651e663		https://www.encodeproject.org/files/ENCFF475ZZT/@@download/ENCFF475ZZT.bed.gz	hg19				released	s3://encode-public/2018/04/29/9720ab39-2a5c-483c-b3b3-cec14c52f394/ENCFF475ZZT.bed.gz				
ENCFF042FAB	bed narrowPeak	peaks	ENCSR145NLR	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										DDX51-human	RNA		see document	see document	ultraviolet irradiation	True	2018-08-30	ENCODE				2	1						ENCFF509GAY, ENCFF924PFV	601001	Gene Yeo, UCSD	bfeb38b10835e48dd0368c29d617b3b1		https://www.encodeproject.org/files/ENCFF042FAB/@@download/ENCFF042FAB.bed.gz	hg19				released	s3://encode-public/2018/04/29/dd69263a-8bd8-4557-8162-d49c80cad1a4/ENCFF042FAB.bed.gz				
ENCFF965UZI	bed narrowPeak	peaks	ENCSR145NLR	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										DDX51-human	RNA		see document	see document	ultraviolet irradiation	True	2018-08-30	ENCODE				1	1						ENCFF224JPZ, ENCFF931ZGZ	701108	Gene Yeo, UCSD	6c50d705145271af3587817c75b75278		https://www.encodeproject.org/files/ENCFF965UZI/@@download/ENCFF965UZI.bed.gz	GRCh38				released	s3://encode-public/2018/04/29/b904b547-d06b-4c97-ac4a-bd6449900575/ENCFF965UZI.bed.gz				
ENCFF584CZB	bed narrowPeak	peaks	ENCSR145NLR	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										DDX51-human	RNA		see document	see document	ultraviolet irradiation	True	2018-08-30	ENCODE				2	1						ENCFF224JPZ, ENCFF486XDM	569062	Gene Yeo, UCSD	cfa97b86557afc49cefbf63615e94b92		https://www.encodeproject.org/files/ENCFF584CZB/@@download/ENCFF584CZB.bed.gz	GRCh38				released	s3://encode-public/2018/04/29/9fb6d035-4383-49f9-9640-0275e5c5996c/ENCFF584CZB.bed.gz				
ENCFF146YPF	bed narrowPeak	peaks	ENCSR145NLR	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										DDX51-human	RNA		see document	see document	ultraviolet irradiation	True	2018-08-30	ENCODE				1, 2							ENCFF042FAB, ENCFF475ZZT, ENCFF509GAY, ENCFF536UEG, ENCFF924PFV	11134	Gene Yeo, UCSD	5fe59c125c8357d6f0a2e838c9b226f6		https://www.encodeproject.org/files/ENCFF146YPF/@@download/ENCFF146YPF.bed.gz	hg19				released	s3://encode-public/2018/06/08/45b3fe5c-e89a-400b-a50a-e61ae4d2969b/ENCFF146YPF.bed.gz				
ENCFF799ERK	bed narrowPeak	peaks	ENCSR145NLR	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										DDX51-human	RNA		see document	see document	ultraviolet irradiation	True	2018-08-30	ENCODE				1, 2							ENCFF224JPZ, ENCFF486XDM, ENCFF584CZB, ENCFF931ZGZ, ENCFF965UZI	10505	Gene Yeo, UCSD	e53255b189ba93606bbaf6e42172fa1e		https://www.encodeproject.org/files/ENCFF799ERK/@@download/ENCFF799ERK.bed.gz	GRCh38				released	s3://encode-public/2018/12/03/d7d58f46-770f-40b7-9f53-f44b953640ed/ENCFF799ERK.bed.gz				
ENCFF485NXM	bed narrowPeak	peaks	ENCSR529GSJ	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										DHX30-human	RNA		see document	see document	ultraviolet irradiation	True	2016-09-21	ENCODE				1, 2							ENCFF301IKV, ENCFF325PKM, ENCFF507AKH, ENCFF634UAJ, ENCFF846CJI	22621	Gene Yeo, UCSD	7e317db53fdcd2013e4d494b7588753c		https://www.encodeproject.org/files/ENCFF485NXM/@@download/ENCFF485NXM.bed.gz	hg19				released	s3://encode-public/2018/06/08/cb6bd16f-d26e-4a18-9f5f-a1c2f501dc1b/ENCFF485NXM.bed.gz				
ENCFF128AKC	bed narrowPeak	peaks	ENCSR529GSJ	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										DHX30-human	RNA		see document	see document	ultraviolet irradiation	True	2016-09-21	ENCODE				1, 2							ENCFF162KHT, ENCFF445FRC, ENCFF703NSH, ENCFF803KPC, ENCFF845MNN	21467	Gene Yeo, UCSD	1d6318c4d769764b20aff9f2dc76af21		https://www.encodeproject.org/files/ENCFF128AKC/@@download/ENCFF128AKC.bed.gz	GRCh38				released	s3://encode-public/2018/12/03/d22d614f-faf3-43d8-9644-2b4289b5d92f/ENCFF128AKC.bed.gz				
ENCFF507AKH	bed narrowPeak	peaks	ENCSR529GSJ	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										DHX30-human	RNA		see document	see document	ultraviolet irradiation	True	2016-09-21	ENCODE				1	1						ENCFF301IKV, ENCFF325PKM	1087993	Gene Yeo, UCSD	070634cac00d2a82e7ddf331b316eb7e		https://www.encodeproject.org/files/ENCFF507AKH/@@download/ENCFF507AKH.bed.gz	hg19				released	s3://encode-public/2016/11/30/d1baed4a-6e19-4424-9ff5-6c60274cab19/ENCFF507AKH.bed.gz				
ENCFF634UAJ	bed narrowPeak	peaks	ENCSR529GSJ	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										DHX30-human	RNA		see document	see document	ultraviolet irradiation	True	2016-09-21	ENCODE				2	1						ENCFF325PKM, ENCFF846CJI	808654	Gene Yeo, UCSD	ff891f1ded93def8aa6ebc0640131b6b		https://www.encodeproject.org/files/ENCFF634UAJ/@@download/ENCFF634UAJ.bed.gz	hg19				released	s3://encode-public/2016/11/30/c566fe2b-7d8b-4ff2-98c6-98a04c2b5f76/ENCFF634UAJ.bed.gz				
