File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF138IUK	bed narrowPeak	peaks	ENCSR038JME	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										WRN-human	RNA		see document	see document	ultraviolet irradiation	True	2018-08-30	ENCODE				1	1						ENCFF264AQP, ENCFF922LFX	582773	Gene Yeo, UCSD	d016f2b0df1cb8191bbfb8a6757bff58		https://www.encodeproject.org/files/ENCFF138IUK/@@download/ENCFF138IUK.bed.gz	hg19				released	s3://encode-public/2018/04/29/81628ea8-1960-4b91-803a-6014fd5cae56/ENCFF138IUK.bed.gz				
ENCFF289NNH	bed narrowPeak	peaks	ENCSR038JME	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										WRN-human	RNA		see document	see document	ultraviolet irradiation	True	2018-08-30	ENCODE				2	1						ENCFF068FML, ENCFF945HNC	622209	Gene Yeo, UCSD	47a626cd4522c18c8f1989cd8ee0ad23		https://www.encodeproject.org/files/ENCFF289NNH/@@download/ENCFF289NNH.bed.gz	GRCh38				released	s3://encode-public/2018/04/29/6976dd6d-b3db-4461-8f76-cb53a4f0c9f3/ENCFF289NNH.bed.gz				
ENCFF556SMF	bed narrowPeak	peaks	ENCSR038JME	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										WRN-human	RNA		see document	see document	ultraviolet irradiation	True	2018-08-30	ENCODE				1	1						ENCFF068FML, ENCFF526BOW	579693	Gene Yeo, UCSD	fd5887d686d940482e4378189aef6276		https://www.encodeproject.org/files/ENCFF556SMF/@@download/ENCFF556SMF.bed.gz	GRCh38				released	s3://encode-public/2018/04/29/4493d196-c7ca-4984-9c2f-e7f98af844d3/ENCFF556SMF.bed.gz				
ENCFF938JQE	bed narrowPeak	peaks	ENCSR038JME	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										WRN-human	RNA		see document	see document	ultraviolet irradiation	True	2018-08-30	ENCODE				1, 2							ENCFF109LYL, ENCFF138IUK, ENCFF264AQP, ENCFF480XQJ, ENCFF922LFX	3232	Gene Yeo, UCSD	db7a16f41dfccb47eca9c56f8db5aa4d		https://www.encodeproject.org/files/ENCFF938JQE/@@download/ENCFF938JQE.bed.gz	hg19				released	s3://encode-public/2018/06/08/80020f74-d080-42b6-a66d-154f6fc12b63/ENCFF938JQE.bed.gz				
ENCFF404HHM	bed narrowPeak	peaks	ENCSR038JME	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										WRN-human	RNA		see document	see document	ultraviolet irradiation	True	2018-08-30	ENCODE				1, 2							ENCFF068FML, ENCFF289NNH, ENCFF526BOW, ENCFF556SMF, ENCFF945HNC	3110	Gene Yeo, UCSD	432e82088ca2c3257f7a52fca511f9f7		https://www.encodeproject.org/files/ENCFF404HHM/@@download/ENCFF404HHM.bed.gz	GRCh38				released	s3://encode-public/2018/12/03/9c72c4dc-18a8-48d0-ade6-c26a29b902ac/ENCFF404HHM.bed.gz				
ENCFF463ZSJ	bed narrowPeak	peaks	ENCSR958FKZ	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										PABPC4-human	RNA		see document	see document	ultraviolet irradiation	True	2018-08-30	ENCODE				1	1						ENCFF047TLS, ENCFF120HRN	1258771	Gene Yeo, UCSD	cd0c9febb6ee613e81528017f53bd9a1		https://www.encodeproject.org/files/ENCFF463ZSJ/@@download/ENCFF463ZSJ.bed.gz	hg19				released	s3://encode-public/2018/04/29/f9b3c73a-9b25-4640-b9f5-cfc111da4840/ENCFF463ZSJ.bed.gz				
ENCFF772SPP	bed narrowPeak	peaks	ENCSR958FKZ	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										PABPC4-human	RNA		see document	see document	ultraviolet irradiation	True	2018-08-30	ENCODE				2	1						ENCFF120HRN, ENCFF953EUQ	578999	Gene Yeo, UCSD	283ed55f0dfcc4bb7e5ba8be809e8ee1		https://www.encodeproject.org/files/ENCFF772SPP/@@download/ENCFF772SPP.bed.gz	hg19				released	s3://encode-public/2018/04/29/d7fc2b7a-b708-4800-a2f1-b9b14e9cf823/ENCFF772SPP.bed.gz				
ENCFF559XNJ	bed narrowPeak	peaks	ENCSR958FKZ	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										PABPC4-human	RNA		see document	see document	ultraviolet irradiation	True	2018-08-30	ENCODE				2	1						ENCFF011DYO, ENCFF692YDC	573765	Gene Yeo, UCSD	9b3c10b7db4cc696dc755e8e5b6e8ec6		https://www.encodeproject.org/files/ENCFF559XNJ/@@download/ENCFF559XNJ.bed.gz	GRCh38				released	s3://encode-public/2018/04/29/e44171f6-6532-4d3a-b096-4544af5675da/ENCFF559XNJ.bed.gz				
ENCFF787HQF	bed narrowPeak	peaks	ENCSR958FKZ	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										PABPC4-human	RNA		see document	see document	ultraviolet irradiation	True	2018-08-30	ENCODE				1	1						ENCFF011DYO, ENCFF551NSA	1242069	Gene Yeo, UCSD	97498f148152ac2fe7ca121ca1a8f98e		https://www.encodeproject.org/files/ENCFF787HQF/@@download/ENCFF787HQF.bed.gz	GRCh38				released	s3://encode-public/2018/04/29/217f6957-697b-4a49-9635-7a0695af9746/ENCFF787HQF.bed.gz				
ENCFF956PEQ	bed narrowPeak	peaks	ENCSR958FKZ	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										PABPC4-human	RNA		see document	see document	ultraviolet irradiation	True	2018-08-30	ENCODE				1, 2							ENCFF047TLS, ENCFF120HRN, ENCFF463ZSJ, ENCFF772SPP, ENCFF953EUQ	142956	Gene Yeo, UCSD	ebf5470b0579d9aee0e2d11e792fab46		https://www.encodeproject.org/files/ENCFF956PEQ/@@download/ENCFF956PEQ.bed.gz	hg19				released	s3://encode-public/2018/06/08/1d72c04f-985e-4c4b-a0c9-184b95a8b9ca/ENCFF956PEQ.bed.gz				
ENCFF452MJL	bed narrowPeak	peaks	ENCSR958FKZ	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										PABPC4-human	RNA		see document	see document	ultraviolet irradiation	True	2018-08-30	ENCODE				1, 2							ENCFF011DYO, ENCFF551NSA, ENCFF559XNJ, ENCFF692YDC, ENCFF787HQF	140840	Gene Yeo, UCSD	5068a8d3880c10c26276174d301b7442		https://www.encodeproject.org/files/ENCFF452MJL/@@download/ENCFF452MJL.bed.gz	GRCh38				released	s3://encode-public/2018/12/03/95ff09f4-b5f3-46a6-9d1b-a9a9f0bb9d17/ENCFF452MJL.bed.gz				
ENCFF122OMX	bed narrowPeak	peaks	ENCSR734ZHL	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										UTP3-human	RNA		see document	see document	ultraviolet irradiation	True	2018-08-30	ENCODE				2	1						ENCFF204HIN, ENCFF317ALA	528270	Gene Yeo, UCSD	ec137ce8db01f41b101b2cf04f5fff6f		https://www.encodeproject.org/files/ENCFF122OMX/@@download/ENCFF122OMX.bed.gz	hg19				released	s3://encode-public/2018/04/29/539a6bcb-dd35-419a-a90e-3b504d5eb865/ENCFF122OMX.bed.gz				
ENCFF739KMN	bed narrowPeak	peaks	ENCSR734ZHL	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										UTP3-human	RNA		see document	see document	ultraviolet irradiation	True	2018-08-30	ENCODE				1	1						ENCFF182NRE, ENCFF204HIN	883829	Gene Yeo, UCSD	8a004b319e2b57b7084bc40b8d5d7806		https://www.encodeproject.org/files/ENCFF739KMN/@@download/ENCFF739KMN.bed.gz	hg19				released	s3://encode-public/2018/04/29/741f3a42-739f-497c-a6d9-8d19c4c67994/ENCFF739KMN.bed.gz				
ENCFF484NSW	bed narrowPeak	peaks	ENCSR734ZHL	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										UTP3-human	RNA		see document	see document	ultraviolet irradiation	True	2018-08-30	ENCODE				1	1						ENCFF090UAF, ENCFF826UUS	880773	Gene Yeo, UCSD	91433b807c4c92d333e30f1859bd7c44		https://www.encodeproject.org/files/ENCFF484NSW/@@download/ENCFF484NSW.bed.gz	GRCh38				released	s3://encode-public/2018/04/29/2bd059f7-b792-4e38-955f-a63ef1dae82a/ENCFF484NSW.bed.gz				
ENCFF106YFV	bed narrowPeak	peaks	ENCSR734ZHL	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										UTP3-human	RNA		see document	see document	ultraviolet irradiation	True	2018-08-30	ENCODE				2	1						ENCFF090UAF, ENCFF612HAQ	529145	Gene Yeo, UCSD	65c8591630fe16c2a81951bd3479f665		https://www.encodeproject.org/files/ENCFF106YFV/@@download/ENCFF106YFV.bed.gz	GRCh38				released	s3://encode-public/2018/04/29/dff00e4c-04c5-4638-a36e-e05db28fe9f0/ENCFF106YFV.bed.gz				
ENCFF832JDM	bed narrowPeak	peaks	ENCSR734ZHL	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										UTP3-human	RNA		see document	see document	ultraviolet irradiation	True	2018-08-30	ENCODE				1, 2							ENCFF122OMX, ENCFF182NRE, ENCFF204HIN, ENCFF317ALA, ENCFF739KMN	561	Gene Yeo, UCSD	931527c4ca12099c47f9f85ab821fe55		https://www.encodeproject.org/files/ENCFF832JDM/@@download/ENCFF832JDM.bed.gz	hg19				released	s3://encode-public/2018/06/08/58d98c85-c0b1-40e8-85d1-c18618db37ec/ENCFF832JDM.bed.gz				
ENCFF028GAJ	bed narrowPeak	peaks	ENCSR734ZHL	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										UTP3-human	RNA		see document	see document	ultraviolet irradiation	True	2018-08-30	ENCODE				1, 2							ENCFF090UAF, ENCFF106YFV, ENCFF484NSW, ENCFF612HAQ, ENCFF826UUS	472	Gene Yeo, UCSD	f47468af5dd2162f89ec55589650f819		https://www.encodeproject.org/files/ENCFF028GAJ/@@download/ENCFF028GAJ.bed.gz	GRCh38				released	s3://encode-public/2018/12/03/eb2a782f-07df-4247-8183-fa39ebe7faa6/ENCFF028GAJ.bed.gz				
ENCFF484RAM	bed narrowPeak	peaks	ENCSR891RIC	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										NIPBL-human	RNA		see document	see document	ultraviolet irradiation	True	2018-08-30	ENCODE				1	1						ENCFF411ZIS, ENCFF472YSO	1277181	Gene Yeo, UCSD	12d67b7a5f0d1928489cf6cae04f6be0		https://www.encodeproject.org/files/ENCFF484RAM/@@download/ENCFF484RAM.bed.gz	hg19				released	s3://encode-public/2018/04/29/105a137b-fe14-42c8-be03-04e3be7e3fa7/ENCFF484RAM.bed.gz				
ENCFF525NXB	bed narrowPeak	peaks	ENCSR891RIC	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										NIPBL-human	RNA		see document	see document	ultraviolet irradiation	True	2018-08-30	ENCODE				2	1						ENCFF411ZIS, ENCFF861ARK	882968	Gene Yeo, UCSD	835c6bce2222e1577080cc8119a28d68		https://www.encodeproject.org/files/ENCFF525NXB/@@download/ENCFF525NXB.bed.gz	hg19				released	s3://encode-public/2018/04/29/88de9a88-e8fc-486e-96eb-10041ddce894/ENCFF525NXB.bed.gz				
ENCFF563ZUY	bed narrowPeak	peaks	ENCSR891RIC	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										NIPBL-human	RNA		see document	see document	ultraviolet irradiation	True	2018-08-30	ENCODE				1	1						ENCFF396TYB, ENCFF532OLG	1259857	Gene Yeo, UCSD	ee0940331baf3ca4eb3e6fdfe20982c7		https://www.encodeproject.org/files/ENCFF563ZUY/@@download/ENCFF563ZUY.bed.gz	GRCh38				released	s3://encode-public/2018/04/29/6c107022-1e31-4a7b-a02e-dcff39ebc6e4/ENCFF563ZUY.bed.gz				
ENCFF097GJE	bed narrowPeak	peaks	ENCSR891RIC	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										NIPBL-human	RNA		see document	see document	ultraviolet irradiation	True	2018-08-30	ENCODE				2	1						ENCFF396TYB, ENCFF400EPM	871725	Gene Yeo, UCSD	dea7d1b5d1c39e7c60dfd814769194a4		https://www.encodeproject.org/files/ENCFF097GJE/@@download/ENCFF097GJE.bed.gz	GRCh38				released	s3://encode-public/2018/04/29/a9858c5b-d9ab-4b17-b793-3ff0c8c99e38/ENCFF097GJE.bed.gz				
ENCFF092XHF	bed narrowPeak	peaks	ENCSR891RIC	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										NIPBL-human	RNA		see document	see document	ultraviolet irradiation	True	2018-08-30	ENCODE				1, 2							ENCFF411ZIS, ENCFF472YSO, ENCFF484RAM, ENCFF525NXB, ENCFF861ARK	8788	Gene Yeo, UCSD	b0928cddfd8709e78afc4b713335d308		https://www.encodeproject.org/files/ENCFF092XHF/@@download/ENCFF092XHF.bed.gz	hg19				released	s3://encode-public/2018/06/08/8f4880c1-2020-42a2-adaf-1fd058f6c47a/ENCFF092XHF.bed.gz				
ENCFF554NIV	bed narrowPeak	peaks	ENCSR891RIC	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										NIPBL-human	RNA		see document	see document	ultraviolet irradiation	True	2018-08-30	ENCODE				1, 2							ENCFF097GJE, ENCFF396TYB, ENCFF400EPM, ENCFF532OLG, ENCFF563ZUY	8531	Gene Yeo, UCSD	6c4c1f9417b48fbb3335d8359f656aa0		https://www.encodeproject.org/files/ENCFF554NIV/@@download/ENCFF554NIV.bed.gz	GRCh38				released	s3://encode-public/2018/12/03/bd9fd484-cf38-4ff9-8c1e-51e411e544a3/ENCFF554NIV.bed.gz				
ENCFF268SII	bed narrowPeak	peaks	ENCSR735HOK	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										YBX3-human	RNA		see document	see document	ultraviolet irradiation	True	2018-08-30	ENCODE				2	1						ENCFF331WIZ, ENCFF576RGE	1510812	Gene Yeo, UCSD	87dea5f234bfa6f4d4d955de2fd0342d		https://www.encodeproject.org/files/ENCFF268SII/@@download/ENCFF268SII.bed.gz	hg19				released	s3://encode-public/2018/04/29/8da94ddf-3fde-4615-b018-48f623759d7c/ENCFF268SII.bed.gz				
ENCFF904UKX	bed narrowPeak	peaks	ENCSR735HOK	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										YBX3-human	RNA		see document	see document	ultraviolet irradiation	True	2018-08-30	ENCODE				1	1						ENCFF576RGE, ENCFF843MHP	1458487	Gene Yeo, UCSD	c8b54869ca0132fdb00cc60a3f6c2b49		https://www.encodeproject.org/files/ENCFF904UKX/@@download/ENCFF904UKX.bed.gz	hg19				released	s3://encode-public/2018/04/29/a180e413-621f-4a4d-99dc-2dc6a27f61c1/ENCFF904UKX.bed.gz				
ENCFF311PHS	bed narrowPeak	peaks	ENCSR735HOK	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										YBX3-human	RNA		see document	see document	ultraviolet irradiation	True	2018-08-30	ENCODE				2	1						ENCFF101VSR, ENCFF560ZTA	1485512	Gene Yeo, UCSD	53b1f18ef2d3494aa940cd4f22f9fbdc		https://www.encodeproject.org/files/ENCFF311PHS/@@download/ENCFF311PHS.bed.gz	GRCh38				released	s3://encode-public/2018/04/29/dca28e48-1652-4c3a-895b-71515869ed35/ENCFF311PHS.bed.gz				
ENCFF401TWM	bed narrowPeak	peaks	ENCSR735HOK	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										YBX3-human	RNA		see document	see document	ultraviolet irradiation	True	2018-08-30	ENCODE				1	1						ENCFF101VSR, ENCFF148DUH	1670189	Gene Yeo, UCSD	a8f498b373d3e3fd85880754c01873bb		https://www.encodeproject.org/files/ENCFF401TWM/@@download/ENCFF401TWM.bed.gz	GRCh38				released	s3://encode-public/2018/04/29/b1b34f0e-5cff-4150-a60f-043d0f70f0af/ENCFF401TWM.bed.gz				
ENCFF075TIW	bed narrowPeak	peaks	ENCSR735HOK	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										YBX3-human	RNA		see document	see document	ultraviolet irradiation	True	2018-08-30	ENCODE				1, 2							ENCFF268SII, ENCFF331WIZ, ENCFF576RGE, ENCFF843MHP, ENCFF904UKX	50157	Gene Yeo, UCSD	6e2cef52bb5c95d6f629ab57c857a0e8		https://www.encodeproject.org/files/ENCFF075TIW/@@download/ENCFF075TIW.bed.gz	hg19				released	s3://encode-public/2018/06/08/e46f7baa-4ef5-40d0-881e-0edd8cc0654d/ENCFF075TIW.bed.gz				
ENCFF185OEI	bed narrowPeak	peaks	ENCSR735HOK	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										YBX3-human	RNA		see document	see document	ultraviolet irradiation	True	2018-08-30	ENCODE				1, 2							ENCFF101VSR, ENCFF148DUH, ENCFF311PHS, ENCFF401TWM, ENCFF560ZTA	48712	Gene Yeo, UCSD	5b2e3b98ac5a7268da8749faea229c19		https://www.encodeproject.org/files/ENCFF185OEI/@@download/ENCFF185OEI.bed.gz	GRCh38				released	s3://encode-public/2018/12/03/c76191aa-38e8-4999-a7f7-b4e741b75006/ENCFF185OEI.bed.gz				
ENCFF868YSF	bed narrowPeak	peaks	ENCSR085JPB	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										WDR43-human	RNA		see document	see document	ultraviolet irradiation	True	2018-08-30	ENCODE				2	1						ENCFF569JWF, ENCFF917IQK	635941	Gene Yeo, UCSD	3e345e861d89f3167a4afe092db1dc83		https://www.encodeproject.org/files/ENCFF868YSF/@@download/ENCFF868YSF.bed.gz	hg19				released	s3://encode-public/2018/04/29/0f18c714-886f-49e2-9cc3-aca4687296ce/ENCFF868YSF.bed.gz				
ENCFF784AMG	bed narrowPeak	peaks	ENCSR085JPB	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										WDR43-human	RNA		see document	see document	ultraviolet irradiation	True	2018-08-30	ENCODE				1	1						ENCFF917IQK, ENCFF938XEE	658985	Gene Yeo, UCSD	56cd2524d8c202df81628402ec33e69a		https://www.encodeproject.org/files/ENCFF784AMG/@@download/ENCFF784AMG.bed.gz	hg19				released	s3://encode-public/2018/04/29/6a02bfe6-78a9-427b-84de-331641431c25/ENCFF784AMG.bed.gz				
ENCFF966QXZ	bed narrowPeak	peaks	ENCSR085JPB	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										WDR43-human	RNA		see document	see document	ultraviolet irradiation	True	2018-08-30	ENCODE				1	1						ENCFF732NGW, ENCFF847AOM	643040	Gene Yeo, UCSD	4ce39dfbd03a4e0c631c171cd615b366		https://www.encodeproject.org/files/ENCFF966QXZ/@@download/ENCFF966QXZ.bed.gz	GRCh38				released	s3://encode-public/2018/04/29/581f1216-cb60-441b-9d48-67b10cdf8b72/ENCFF966QXZ.bed.gz				
ENCFF014YMA	bed narrowPeak	peaks	ENCSR085JPB	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										WDR43-human	RNA		see document	see document	ultraviolet irradiation	True	2018-08-30	ENCODE				2	1						ENCFF060BRD, ENCFF732NGW	616448	Gene Yeo, UCSD	3f8620da16c9543bfa4f4690c9c1103f		https://www.encodeproject.org/files/ENCFF014YMA/@@download/ENCFF014YMA.bed.gz	GRCh38				released	s3://encode-public/2018/04/29/acdb741c-1011-43e9-8c3e-a09a5dd8a465/ENCFF014YMA.bed.gz				
ENCFF431WWR	bed narrowPeak	peaks	ENCSR085JPB	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										WDR43-human	RNA		see document	see document	ultraviolet irradiation	True	2018-08-30	ENCODE				1, 2							ENCFF569JWF, ENCFF784AMG, ENCFF868YSF, ENCFF917IQK, ENCFF938XEE	4718	Gene Yeo, UCSD	83effd7bf1442b41341d4cf7af351dca		https://www.encodeproject.org/files/ENCFF431WWR/@@download/ENCFF431WWR.bed.gz	hg19				released	s3://encode-public/2018/06/08/05a40d1b-2133-4584-898e-41cab5acb18f/ENCFF431WWR.bed.gz				
ENCFF945NFS	bed narrowPeak	peaks	ENCSR085JPB	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										WDR43-human	RNA		see document	see document	ultraviolet irradiation	True	2018-08-30	ENCODE				1, 2							ENCFF014YMA, ENCFF060BRD, ENCFF732NGW, ENCFF847AOM, ENCFF966QXZ	4831	Gene Yeo, UCSD	6376b40f17ce116515b230997fa590b3		https://www.encodeproject.org/files/ENCFF945NFS/@@download/ENCFF945NFS.bed.gz	GRCh38				released	s3://encode-public/2018/12/03/6613215c-8190-491c-af4f-26c79c4f2cbd/ENCFF945NFS.bed.gz				
ENCFF536BUW	bed narrowPeak	peaks	ENCSR840DRD	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										CSTF2T-human	RNA		see document	see document	ultraviolet irradiation	True	2015-11-09	ENCODE				1, 2							ENCFF043QXI, ENCFF106RNO, ENCFF379UQU, ENCFF729BOP, ENCFF926RLW	236916	Gene Yeo, UCSD	7cd435c5b44e3cc5c598f9187228bea6		https://www.encodeproject.org/files/ENCFF536BUW/@@download/ENCFF536BUW.bed.gz	hg19				released	s3://encode-public/2018/06/08/c7820e2c-b9e1-4af8-a762-fb0d01fda7e6/ENCFF536BUW.bed.gz				
ENCFF878VVA	bed narrowPeak	peaks	ENCSR840DRD	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										CSTF2T-human	RNA		see document	see document	ultraviolet irradiation	True	2015-11-09	ENCODE				1, 2							ENCFF050YWD, ENCFF234QSA, ENCFF513VDW, ENCFF647ZVB, ENCFF859CZM	238798	Gene Yeo, UCSD	fed82d625acaad72448347b1208b3382		https://www.encodeproject.org/files/ENCFF878VVA/@@download/ENCFF878VVA.bed.gz	GRCh38				released	s3://encode-public/2018/12/03/2ddd6a63-0880-4267-b4f2-480e9a67334c/ENCFF878VVA.bed.gz				
ENCFF043QXI	bed narrowPeak	peaks	ENCSR840DRD	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										CSTF2T-human	RNA		see document	see document	ultraviolet irradiation	True	2015-11-09	ENCODE				1	1						ENCFF106RNO, ENCFF729BOP	1827390	Gene Yeo, UCSD	963f72e173da1f34fca9b55f9e075fce		https://www.encodeproject.org/files/ENCFF043QXI/@@download/ENCFF043QXI.bed.gz	hg19				released	s3://encode-public/2016/11/30/55bca777-bdc9-4032-9069-0e5d06c2ac26/ENCFF043QXI.bed.gz				
ENCFF379UQU	bed narrowPeak	peaks	ENCSR840DRD	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										CSTF2T-human	RNA		see document	see document	ultraviolet irradiation	True	2015-11-09	ENCODE				2	1						ENCFF729BOP, ENCFF926RLW	2545242	Gene Yeo, UCSD	79c2c549c619bf41a83e374d5c643089		https://www.encodeproject.org/files/ENCFF379UQU/@@download/ENCFF379UQU.bed.gz	hg19				released	s3://encode-public/2016/11/30/3d54ff42-a2b9-499e-82f0-371cf6f8599f/ENCFF379UQU.bed.gz				
ENCFF050YWD	bed narrowPeak	peaks	ENCSR840DRD	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										CSTF2T-human	RNA		see document	see document	ultraviolet irradiation	True	2015-11-09	ENCODE				1	1						ENCFF234QSA, ENCFF859CZM	1842941	Gene Yeo, UCSD	f9aadb4bbaae8cccb0155197c90239c5		https://www.encodeproject.org/files/ENCFF050YWD/@@download/ENCFF050YWD.bed.gz	GRCh38				released	s3://encode-public/2016/11/30/5e6d7e67-7f83-4f37-b7df-2d971ee35d29/ENCFF050YWD.bed.gz				
ENCFF647ZVB	bed narrowPeak	peaks	ENCSR840DRD	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										CSTF2T-human	RNA		see document	see document	ultraviolet irradiation	True	2015-11-09	ENCODE				2	1						ENCFF234QSA, ENCFF513VDW	2571290	Gene Yeo, UCSD	abce60063c001c43800a79c4a828ede5		https://www.encodeproject.org/files/ENCFF647ZVB/@@download/ENCFF647ZVB.bed.gz	GRCh38				released	s3://encode-public/2016/11/30/255ac713-ee05-42ea-a152-6bda9771d1f9/ENCFF647ZVB.bed.gz				
ENCFF949RPR	bed narrowPeak	peaks	ENCSR534YOI	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										PRPF8-human	RNA		see document	see document	ultraviolet irradiation	True	2015-07-15	ENCODE				1, 2							ENCFF319LAK, ENCFF365IYY, ENCFF576DYQ, ENCFF687LRO, ENCFF689MJF	225815	Gene Yeo, UCSD	782821ddb11a8b6776cd2cf83facaa2c		https://www.encodeproject.org/files/ENCFF949RPR/@@download/ENCFF949RPR.bed.gz	hg19				released	s3://encode-public/2018/06/08/a181e9c8-5189-48ee-8f2d-0a254e12d05c/ENCFF949RPR.bed.gz				
ENCFF858UKE	bed narrowPeak	peaks	ENCSR534YOI	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										PRPF8-human	RNA		see document	see document	ultraviolet irradiation	True	2015-07-15	ENCODE				1, 2							ENCFF167VAS, ENCFF558FAR, ENCFF947MAG, ENCFF987VDX, ENCFF996MYF	232710	Gene Yeo, UCSD	c13dcace7b82d9693879a32cd81875dc		https://www.encodeproject.org/files/ENCFF858UKE/@@download/ENCFF858UKE.bed.gz	GRCh38				released	s3://encode-public/2018/12/03/6454cfec-1982-4c5d-b6e1-8d06fc4ad226/ENCFF858UKE.bed.gz				
ENCFF687LRO	bed narrowPeak	peaks	ENCSR534YOI	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										PRPF8-human	RNA		see document	see document	ultraviolet irradiation	True	2015-07-15	ENCODE				2	1						ENCFF319LAK, ENCFF365IYY	2325850	Gene Yeo, UCSD	450d7888164c33f5e3d138eb2f1b4ced		https://www.encodeproject.org/files/ENCFF687LRO/@@download/ENCFF687LRO.bed.gz	hg19				released	s3://encode-public/2016/11/30/bea8b31d-4340-49a3-85ee-6d54196cfb76/ENCFF687LRO.bed.gz				
ENCFF576DYQ	bed narrowPeak	peaks	ENCSR534YOI	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										PRPF8-human	RNA		see document	see document	ultraviolet irradiation	True	2015-07-15	ENCODE				1	1						ENCFF365IYY, ENCFF689MJF	1931233	Gene Yeo, UCSD	96bb7f77743714cbf07a24b0b08dad13		https://www.encodeproject.org/files/ENCFF576DYQ/@@download/ENCFF576DYQ.bed.gz	hg19				released	s3://encode-public/2016/11/30/81015a37-8bf5-470f-a4c8-0c4db1d78fd9/ENCFF576DYQ.bed.gz				
ENCFF167VAS	bed narrowPeak	peaks	ENCSR534YOI	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										PRPF8-human	RNA		see document	see document	ultraviolet irradiation	True	2015-07-15	ENCODE				1	1						ENCFF947MAG, ENCFF987VDX	1974533	Gene Yeo, UCSD	dacbdefb4f7533357ce2c8745654bc75		https://www.encodeproject.org/files/ENCFF167VAS/@@download/ENCFF167VAS.bed.gz	GRCh38				released	s3://encode-public/2016/11/30/7c135f4b-0d44-4956-8165-a0ad33d6052b/ENCFF167VAS.bed.gz				
